city,code,plate_number,price,timestamp
ras-al-khaimah,x,9095,"AED 18,000",8 hours ago
dubai,p,9631,"AED 32,000",8 hours ago
fujairah,g,8639,"AED 9,000",8 hours ago
fujairah,b,2879,"AED 9,000",8 hours ago
ajman,b,22744,Price hidden,9 hours ago
abu-dhabi,20,7222,"AED 220,000",9 hours ago
abu-dhabi,18,76540,"AED 40,000",9 hours ago
abu-dhabi,1,2704,"AED 115,000",9 hours ago
abu-dhabi,13,23111,"AED 69,500",9 hours ago
abu-dhabi,13,2311,Price hidden,9 hours ago
dubai,i,8989,Call For Price,9 hours ago
ajman,k,909,"AED 300,000",9 hours ago
ajman,k,330,"AED 300,000",9 hours ago
abu-dhabi,19,10110,"AED 130,000",9 hours ago
ajman,h,1013,"AED 20,000",9 hours ago
dubai,j,45111,"AED 36,500",1 week ago
dubai,o,57751,"AED 5,500",5 days ago
sharjah,3,12110,"AED 15,000",5 days ago
dubai,r,6699,"AED 300,000",1 day ago
dubai,f,11615,"AED 7,000",1 week ago
dubai,n,5165,"AED 35,500",1 week ago
sharjah,3,71770,"AED 15,000",5 days ago
fujairah,r,820,Price hidden,1 week ago
dubai,a,67164,"AED 9,900",6 days ago
ras-al-khaimah,b,402,"AED 190,000",1 week ago
ajman,k,1313,"AED 75,000",9 hours ago
ajman,k,6060,"AED 75,000",9 hours ago
umm-al-quwain,j,1818,"AED 45,000",9 hours ago
ajman,k,90009,"AED 75,000",9 hours ago
dubai,q,27447,"AED 5,000",9 hours ago
ajman,d,64888,"AED 7,300",9 hours ago
ajman,d,88865,"AED 7,300",9 hours ago
ajman,b,42229,"AED 7,300",9 hours ago
ajman,d,22207,"AED 7,500",9 hours ago
ajman,d,7153,"AED 6,900",9 hours ago
ajman,b,7153,"AED 6,900",9 hours ago
ajman,d,9491,"AED 9,200",9 hours ago
dubai,j,45645,"AED 8,200",9 hours ago
dubai,j,78910,"AED 57,000",9 hours ago
dubai,t,54322,"AED 17,000",9 hours ago
dubai,t,60665,"AED 19,000",9 hours ago
dubai,k,98766,"AED 17,000",9 hours ago
dubai,v,80180,"AED 33,000",9 hours ago
dubai,a,60211,"AED 18,000",9 hours ago
dubai,c,11456,"AED 17,000",9 hours ago
dubai,x,31301,"AED 18,000",9 hours ago
dubai,z,13006,"AED 15,000",9 hours ago
dubai,t,76706,"AED 17,000",10 hours ago
dubai,v,10987,"AED 27,000",10 hours ago
dubai,m,17651,"AED 17,000",10 hours ago
dubai,u,15011,"AED 19,000",10 hours ago
dubai,t,30035,"AED 19,000",10 hours ago
ras-al-khaimah,v,11001,"AED 65,000",10 hours ago
dubai,u,78910,"AED 57,000",10 hours ago
ras-al-khaimah,v,11010,"AED 65,000",10 hours ago
dubai,v,78910,"AED 57,000",10 hours ago
dubai,l,15006,"AED 17,000",10 hours ago
ras-al-khaimah,b,1114,"AED 80,000",6 days ago
ras-al-khaimah,b,8,"AED 53,000",1 week ago
ras-al-khaimah,y,4005,"AED 75,000",6 days ago
dubai,h,80789,"AED 9,000",6 days ago
dubai,v,26264,"AED 10,300",1 week ago
dubai,g,88818,"AED 134,000",2 days ago
ajman,b,98955,"AED 3,000",23 hours ago
dubai,c,70619,"AED 2,200",1 week ago
dubai,q,8493,"AED 22,000",2 days ago
dubai,q,11303,"AED 18,000",10 hours ago
dubai,e,19005,"AED 19,000",10 hours ago
dubai,h,15006,"AED 17,000",10 hours ago
ras-al-khaimah,d,70770,"AED 28,000",10 hours ago
dubai,n,70710,"AED 19,000",10 hours ago
dubai,s,5133,"AED 32,900",10 hours ago
umm-al-quwain,b,218,"AED 110,000",10 hours ago
dubai,z,31252,"AED 2,500",10 hours ago
dubai,x,32924,"AED 2,900",10 hours ago
dubai,o,6297,"AED 20,500",10 hours ago
dubai,q,26552,"AED 3,200",10 hours ago
dubai,q,80310,"AED 3,300",11 hours ago
dubai,n,11994,"AED 12,500",11 hours ago
dubai,r,3378,"AED 50,000",11 hours ago
dubai,u,13511,"AED 6,500",11 hours ago
umm-al-quwain,d,6000,Price hidden,11 hours ago
dubai,o,40013,"AED 15,000",11 hours ago
dubai,r,40015,"AED 15,000",11 hours ago
dubai,z,40015,"AED 15,000",11 hours ago
dubai,s,72450,"AED 2,300",11 hours ago
dubai,dd,79118,"AED 3,900",11 hours ago
ajman,k,60,"AED 16,000",11 hours ago
fujairah,c,600,"AED 17,000",11 hours ago
ajman,f,11,"AED 17,000",11 hours ago
ajman,f,9,"AED 27,000",11 hours ago
ajman,a,4,"AED 20,000",11 hours ago
ajman,f,6,"AED 30,000",11 hours ago
dubai,v,405,"AED 26,000",11 hours ago
dubai,u,44804,"AED 5,400",11 hours ago
dubai,j,46044,"AED 5,100",11 hours ago
dubai,z,40071,"AED 5,500",11 hours ago
fujairah,e,7703,"AED 22,000",1 week ago
dubai,e,30403,"AED 35,000",3 days ago
dubai,j,19111,"AED 200,000",1 week ago
umm-al-quwain,b,2389,"AED 10,000",3 days ago
dubai,n,11065,"AED 5,500",5 days ago
ajman,c,219,Call For Price,1 week ago
abu-dhabi,16,66650,"AED 74,500",1 week ago
umm-al-quwain,m,2344,Price hidden,1 week ago
dubai,q,40014,"AED 16,000",1 week ago
dubai,q,58008,"AED 22,500",6 days ago
dubai,g,54255,"AED 4,400",11 hours ago
dubai,j,55253,"AED 4,400",11 hours ago
dubai,i,47060,"AED 3,900",11 hours ago
dubai,y,68004,"AED 5,500",11 hours ago
dubai,l,93004,"AED 5,500",11 hours ago
dubai,z,22962,"AED 5,500",11 hours ago
dubai,l,77617,"AED 5,400",11 hours ago
dubai,a,92672,"AED 6,900",11 hours ago
dubai,d,22928,"AED 5,400",11 hours ago
dubai,y,77875,"AED 5,200",11 hours ago
dubai,c,88682,"AED 5,500",11 hours ago
dubai,z,26606,"AED 10,500",11 hours ago
dubai,aa,73772,"AED 8,000",11 hours ago
umm-al-quwain,x,21122,"AED 25,000",11 hours ago
umm-al-quwain,d,44141,"AED 16,000",11 hours ago
sharjah,3,1672,"AED 17,000",11 hours ago
dubai,n,2128,"AED 50,000",11 hours ago
dubai,r,5568,"AED 31,000",11 hours ago
sharjah,3,6424,"AED 20,000",11 hours ago
dubai,w,51040,"AED 4,000",11 hours ago
dubai,i,40980,"AED 4,500",11 hours ago
ajman,b,66585,"AED 2,900",11 hours ago
ajman,a,55262,"AED 3,900",11 hours ago
ajman,e,27276,"AED 5,000",11 hours ago
ajman,h,5895,"AED 8,900",11 hours ago
umm-al-quwain,m,37378,"AED 4,500",11 hours ago
sharjah,3,28899,"AED 13,000",11 hours ago
sharjah,3,2285,"AED 21,000",11 hours ago
ajman,k,9366,"AED 13,500",11 hours ago
sharjah,3,2825,"AED 21,000",11 hours ago
sharjah,3,7572,"AED 21,000",11 hours ago
umm-al-quwain,b,247,"AED 110,000",11 hours ago
fujairah,c,2369,"AED 9,000",1 week ago
dubai,b,23442,"AED 12,000",1 week ago
umm-al-quwain,b,11444,"AED 30,000",1 week ago
ras-al-khaimah,x,9098,Call For Price,5 days ago
dubai,q,19219,"AED 10,500",1 week ago
dubai,g,76567,"AED 25,000",3 days ago
umm-al-quwain,m,2344,Price hidden,1 week ago
dubai,t,6966,"AED 135,000",2 days ago
dubai,v,51144,"AED 13,000",3 days ago
sharjah,3,5141,"AED 28,500",1 week ago
ajman,k,1951,"AED 16,000",11 hours ago
ras-al-khaimah,x,55445,"AED 19,000",11 hours ago
sharjah,3,8976,"AED 15,000",11 hours ago
umm-al-quwain,l,33443,"AED 12,000",11 hours ago
sharjah,3,1935,"AED 30,000",11 hours ago
sharjah,3,9150,"AED 17,000",11 hours ago
dubai,z,72478,"AED 3,500",11 hours ago
sharjah,3,4797,"AED 20,000",11 hours ago
sharjah,3,8229,"AED 22,500",11 hours ago
dubai,b,63347,Price hidden,11 hours ago
dubai,cc,70998,"AED 2,200",11 hours ago
dubai,aa,99071,"AED 2,500",11 hours ago
dubai,m,55947,"AED 1,990",11 hours ago
dubai,s,79554,"AED 1,990",11 hours ago
dubai,b,57305,Price hidden,11 hours ago
dubai,aa,48747,"AED 2,800",11 hours ago
dubai,b,57547,"AED 6,500",11 hours ago
fujairah,h,8111,"AED 47,000",12 hours ago
fujairah,d,2340,"AED 21,000",12 hours ago
ajman,k,70060,"AED 9,500",12 hours ago
ajman,c,99088,"AED 8,500",12 hours ago
umm-al-quwain,b,3451,"AED 15,500",12 hours ago
ras-al-khaimah,b,9308,"AED 12,500",12 hours ago
sharjah,3,4329,"AED 23,700",12 hours ago
sharjah,3,24142,"AED 15,500",12 hours ago
dubai,dd,66861,"AED 4,500",1 week ago
dubai,o,30089,"AED 14,000",1 week ago
dubai,b,4868,"AED 80,000",3 days ago
umm-al-quwain,b,33733,"AED 28,000",2 days ago
ajman,k,9390,"AED 14,900",1 week ago
ajman,d,875,"AED 100,000",1 week ago
ras-al-khaimah,b,8666,"AED 45,000",6 days ago
dubai,r,3378,"AED 50,000",11 hours ago
dubai,b,34404,Call For Price,1 week ago
dubai,s,1883,"AED 88,888",3 days ago
sharjah,3,29900,"AED 15,000",12 hours ago
sharjah,3,79900,"AED 15,000",12 hours ago
sharjah,3,76600,"AED 17,900",12 hours ago
sharjah,3,82200,"AED 15,000",12 hours ago
sharjah,3,24400,Call For Price,12 hours ago
sharjah,3,30505,"AED 14,500",12 hours ago
sharjah,3,36600,"AED 17,900",12 hours ago
sharjah,3,52200,"AED 17,000",12 hours ago
sharjah,3,50544,"AED 12,000",12 hours ago
sharjah,3,6546,Price hidden,12 hours ago
sharjah,3,6038,Price hidden,12 hours ago
dubai,s,13445,Call For Price,12 hours ago
dubai,e,1311,"AED 189,000",12 hours ago
ajman,b,7289,Call For Price,12 hours ago
ajman,b,7589,"AED 7,000",12 hours ago
ajman,b,7692,"AED 7,000",12 hours ago
ajman,a,3406,"AED 9,900",12 hours ago
ras-al-khaimah,z,20203,"AED 15,000",12 hours ago
umm-al-quwain,x,56000,"AED 50,000",12 hours ago
umm-al-quwain,c,11113,"AED 50,000",12 hours ago
dubai,r,16176,"AED 5,900",12 hours ago
fujairah,j,9997,"AED 50,000",12 hours ago
fujairah,e,5777,"AED 38,000",12 hours ago
dubai,j,47242,"AED 3,300",12 hours ago
dubai,j,29522,"AED 3,900",12 hours ago
dubai,u,6610,"AED 49,000",12 hours ago
dubai,p,99916,"AED 27,000",12 hours ago
dubai,v,4053,"AED 23,000",12 hours ago
abu-dhabi,17,79777,"AED 139,500",12 hours ago
abu-dhabi,11,19611,"AED 44,500",12 hours ago
abu-dhabi,1,91019,"AED 95,500",12 hours ago
abu-dhabi,1,69001,"AED 75,500",12 hours ago
sharjah,3,2167,Price hidden,5 days ago
sharjah,3,68600,"AED 13,000",5 days ago
dubai-classic,noc,4530,"AED 25,000",1 week ago
dubai,y,11417,"AED 10,000",6 days ago
sharjah,3,78797,"AED 11,500",1 week ago
ajman,h,6003,"AED 20,000",1 week ago
dubai,s,93293,"AED 9,900",1 week ago
sharjah,3,46669,"AED 15,500",5 days ago
dubai,v,15657,"AED 2,700",2 days ago
abu-dhabi,11,19611,"AED 44,500",12 hours ago
abu-dhabi,17,79777,"AED 139,500",12 hours ago
dubai,b,4249,"AED 45,000",12 hours ago
dubai,u,1186,"AED 39,000",12 hours ago
dubai,p,1186,"AED 39,000",12 hours ago
dubai,l,1186,"AED 39,000",12 hours ago
dubai,q,1179,"AED 39,000",12 hours ago
dubai,q,1162,"AED 39,000",12 hours ago
dubai,c,7939,"AED 39,000",12 hours ago
dubai,l,2793,"AED 19,900",12 hours ago
dubai,q,60404,"AED 12,900",12 hours ago
dubai,b,98595,"AED 5,900",12 hours ago
dubai,cc,69040,"AED 3,900",12 hours ago
dubai,cc,29442,"AED 3,000",12 hours ago
dubai,y,190,"AED 850,000",12 hours ago
dubai,t,190,"AED 850,000",12 hours ago
dubai,f,695,"AED 515,000",12 hours ago
dubai,cc,24272,"AED 4,500",13 hours ago
dubai,r,97698,"AED 2,200",13 hours ago
dubai,dd,69665,"AED 5,500",13 hours ago
dubai,dd,69667,"AED 6,500",13 hours ago
dubai,a,4963,"AED 68,000",13 hours ago
umm-al-quwain,b,858,"AED 145,000",13 hours ago
umm-al-quwain,c,654,"AED 135,000",13 hours ago
abu-dhabi,1,60101,"AED 79,500",13 hours ago
dubai,v,9869,"AED 29,900",14 hours ago
dubai,s,2352,"AED 29,900",14 hours ago
dubai,n,58599,"AED 5,500",14 hours ago
dubai,v,5035,"AED 33,000",14 hours ago
sharjah,3,5679,"AED 25,000",14 hours ago
dubai,v,35358,"AED 9,500",14 hours ago
ajman,c,2251,Call For Price,14 hours ago
umm-al-quwain,m,2344,Price hidden,1 week ago
dubai,s,48849,"AED 8,900",4 days ago
abu-dhabi,15,55665,"AED 87,000",1 week ago
dubai,dd,66863,"AED 4,500",1 week ago
dubai,r,13115,"AED 11,000",2 days ago
dubai,w,10369,"AED 5,200",1 week ago
abu-dhabi,10,11616,"AED 79,000",1 week ago
dubai,b,35220,"AED 4,750",2 days ago
umm-al-quwain,m,4506,"AED 14,500",6 days ago
ras-al-khaimah,d,5777,"AED 47,000",1 week ago
ajman,a,98444,Call For Price,14 hours ago
ajman,b,8996,Call For Price,14 hours ago
dubai,n,30710,"AED 4,500",14 hours ago
dubai,t,88682,"AED 4,400",15 hours ago
dubai,k,39533,"AED 4,400",15 hours ago
dubai,q,67275,"AED 2,400",15 hours ago
dubai,t,47208,"AED 1,900",15 hours ago
abu-dhabi,20,5200,"AED 170,000",16 hours ago
abu-dhabi,19,2221,"AED 225,000",16 hours ago
abu-dhabi,16,66006,"AED 99,500",16 hours ago
abu-dhabi,16,2061,"AED 92,000",16 hours ago
abu-dhabi,11,55777,"AED 120,000",16 hours ago
abu-dhabi,14,9449,"AED 175,000",16 hours ago
abu-dhabi,15,50100,"AED 85,000",16 hours ago
abu-dhabi,10,27772,"AED 125,000",16 hours ago
abu-dhabi,20,1312,"AED 125,000",16 hours ago
abu-dhabi,5,5810,"AED 122,000",16 hours ago
abu-dhabi,6,1954,"AED 105,000",16 hours ago
umm-al-quwain,i,1880,"AED 18,000",16 hours ago
umm-al-quwain,i,1018,"AED 18,000",16 hours ago
dubai,v,96619,"AED 9,900",17 hours ago
dubai,u,69661,"AED 9,900",17 hours ago
dubai,n,99196,"AED 9,900",17 hours ago
dubai,m,96101,"AED 5,500",17 hours ago
ajman,f,64666,Call For Price,17 hours ago
dubai,m,22929,"AED 36,000",17 hours ago
dubai,n,20112,"AED 12,900",17 hours ago
dubai,d,43833,"AED 5,500",17 hours ago
umm-al-quwain,c,2004,"AED 37,000",17 hours ago
dubai,n,90908,"AED 24,900",17 hours ago
abu-dhabi,2,55222,"AED 179,000",17 hours ago
umm-al-quwain,m,10101,"AED 67,000",1 week ago
dubai,n,5576,"AED 50,000",1 week ago
umm-al-quwain,x,2232,"AED 28,000",2 days ago
dubai,n,11065,"AED 5,500",5 days ago
abu-dhabi,19,8880,"AED 230,000",1 week ago
dubai,z,51665,"AED 8,000",5 days ago
ras-al-khaimah,b,1114,"AED 80,000",6 days ago
fujairah,i,226,"AED 155,000",1 week ago
dubai,g,29889,"AED 9,000",1 day ago
ras-al-khaimah,d,4233,"AED 24,200",17 hours ago
ras-al-khaimah,d,4005,"AED 27,200",17 hours ago
ras-al-khaimah,d,71001,"AED 12,200",17 hours ago
fujairah,c,736,"AED 105,000",17 hours ago
ras-al-khaimah,b,7492,"AED 7,200",17 hours ago
umm-al-quwain,x,7887,"AED 40,000",17 hours ago
dubai,e,59876,"AED 5,900",17 hours ago
dubai,q,4723,"AED 19,900",17 hours ago
dubai,a,21920,"AED 9,000",17 hours ago
dubai,f,56333,"AED 25,000",17 hours ago
dubai,p,8295,"AED 20,000",18 hours ago
dubai,h,6518,"AED 20,500",18 hours ago
dubai,g,6259,"AED 21,000",18 hours ago
dubai,t,7439,"AED 21,000",18 hours ago
dubai,l,30400,Call For Price,18 hours ago
dubai,b,49755,"AED 6,900",18 hours ago
dubai,f,2745,"AED 25,000",18 hours ago
dubai,o,9823,"AED 23,000",18 hours ago
dubai,m,6539,"AED 24,000",18 hours ago
dubai,o,5834,Call For Price,18 hours ago
fujairah,k,8876,Call For Price,18 hours ago
abu-dhabi,14,13183,"AED 33,000",18 hours ago
abu-dhabi,14,23331,"AED 64,000",18 hours ago
fujairah,a,8912,"AED 8,900",18 hours ago
dubai,i,16168,"AED 9,900",18 hours ago
fujairah,c,7,Call For Price,18 hours ago
dubai,u,211,"AED 990,000",18 hours ago
dubai,x,95985,"AED 3,800",18 hours ago
dubai,dd,79177,Price hidden,18 hours ago
dubai,aa,44094,"AED 5,000",18 hours ago
dubai,a,93486,"AED 6,600",18 hours ago
dubai,cc,55195,"AED 3,500",18 hours ago
dubai,f,56333,"AED 25,000",17 hours ago
dubai,z,51665,"AED 8,000",5 days ago
dubai-classic,noc,7898,"AED 5,300",4 days ago
dubai,g,11226,"AED 16,000",2 days ago
dubai,k,9562,Call For Price,1 week ago
abu-dhabi,5,66670,"AED 83,000",7 hours ago
ajman,b,98955,"AED 3,000",23 hours ago
sharjah,3,8378,"AED 18,500",1 week ago
fujairah,s,4503,Call For Price,6 days ago
sharjah,3,4574,"AED 19,000",1 day ago
dubai,v,64262,"AED 3,300",18 hours ago
dubai,q,51060,"AED 3,300",18 hours ago
dubai,aa,94456,Price hidden,18 hours ago
dubai,a,61991,Price hidden,18 hours ago
dubai,z,96789,"AED 8,500",18 hours ago
ajman,e,66262,"AED 8,900",18 hours ago
ajman,d,75755,"AED 9,700",18 hours ago
ajman,h,18811,"AED 12,400",18 hours ago
ajman,h,88989,Call For Price,18 hours ago
ajman,h,99898,Call For Price,18 hours ago
dubai,a,2785,"AED 65,000",18 hours ago
dubai,b,9786,"AED 66,000",18 hours ago
dubai,e,4449,"AED 150,000",18 hours ago
dubai,i,3690,"AED 45,000",18 hours ago
dubai,u,2960,"AED 50,000",18 hours ago
ajman,d,6331,"AED 8,600",18 hours ago
ajman,d,2521,"AED 8,600",18 hours ago
ajman,b,5953,"AED 9,400",18 hours ago
ajman,d,7114,"AED 9,600",18 hours ago
ajman,b,5925,"AED 8,500",18 hours ago
ajman,c,6535,"AED 8,300",18 hours ago
ajman,c,8074,"AED 6,900",18 hours ago
ajman,d,87770,"AED 13,900",18 hours ago
ajman,d,69990,"AED 13,900",18 hours ago
ajman,e,40140,"AED 9,900",18 hours ago
ajman,a,46246,"AED 9,900",18 hours ago
ajman,k,1230,Call For Price,18 hours ago
dubai,m,45679,"AED 14,900",18 hours ago
ajman,b,6439,"AED 7,500",18 hours ago
ajman,c,7241,"AED 7,500",18 hours ago
ajman,c,8640,"AED 7,700",18 hours ago
ajman,c,4539,"AED 7,500",18 hours ago
dubai,q,40014,"AED 16,000",1 week ago
ajman,b,38088,"AED 6,000",1 week ago
dubai,f,56333,"AED 25,000",1 week ago
dubai,o,4124,Call For Price,1 day ago
dubai,c,70619,"AED 2,200",1 week ago
ajman,f,483,Price hidden,3 days ago
abu-dhabi,13,1211,"AED 215,000",5 days ago
ras-al-khaimah,b,3911,"AED 50,000",1 week ago
fujairah,c,98111,"AED 25,000",1 week ago
dubai,x,44324,"AED 8,500",18 hours ago
dubai,bb,51653,"AED 4,000",19 hours ago
dubai,f,15071,"AED 6,000",19 hours ago
dubai,dd,41007,"AED 7,000",19 hours ago
dubai,y,51342,"AED 4,000",19 hours ago
dubai,p,35456,"AED 7,500",19 hours ago
dubai,s,75728,Call For Price,19 hours ago
ras-al-khaimah,d,7080,Call For Price,19 hours ago
dubai,e,9587,"AED 26,000",19 hours ago
dubai,v,20070,"AED 26,000",19 hours ago
umm-al-quwain,i,1105,"AED 20,500",19 hours ago
umm-al-quwain,m,3758,"AED 13,500",19 hours ago
ajman,a,46644,"AED 19,500",19 hours ago
ajman,f,11313,"AED 16,500",19 hours ago
dubai,l,15181,"AED 6,800",19 hours ago
abu-dhabi,1,6506,"AED 157,000",19 hours ago
abu-dhabi,2,9998,"AED 295,000",19 hours ago
abu-dhabi,50,80000,Call For Price,19 hours ago
dubai,y,33033,Call For Price,20 hours ago
dubai,h,3211,"AED 130,000",20 hours ago
dubai,t,6778,"AED 79,000",20 hours ago
dubai,n,6788,"AED 79,000",20 hours ago
dubai,a,66654,"AED 72,000",20 hours ago
dubai,v,1148,"AED 45,000",20 hours ago
dubai,v,4323,"AED 36,500",20 hours ago
dubai,v,9082,"AED 23,900",20 hours ago
dubai,v,7062,"AED 23,900",20 hours ago
dubai,v,4057,"AED 23,900",20 hours ago
dubai,e,10998,"AED 12,500",20 hours ago
dubai,x,44304,"AED 8,500",20 hours ago
dubai,x,44504,"AED 8,500",20 hours ago
dubai,x,44604,"AED 8,500",20 hours ago
fujairah,g,63063,Price hidden,1 week ago
sharjah,3,55530,Price hidden,6 days ago
dubai,b,43,Call For Price,2 days ago
dubai,n,1761,"AED 60,000",1 day ago
dubai,s,93746,"AED 3,000",1 day ago
fujairah,e,300,"AED 360,000",1 week ago
ras-al-khaimah,c,6666,"AED 650,000",1 week ago
dubai,t,82088,Price hidden,1 week ago
fujairah,b,225,"AED 175,000",1 week ago
fujairah,c,1119,"AED 69,000",1 week ago
dubai,i,77827,"AED 4,900",20 hours ago
fujairah,j,9000,"AED 195,000",20 hours ago
fujairah,j,900,"AED 330,000",20 hours ago
fujairah,l,700,"AED 350,000",20 hours ago
ajman,b,11146,"AED 8,800",20 hours ago
ajman,d,35111,"AED 8,800",20 hours ago
ajman,d,16777,"AED 8,200",20 hours ago
ajman,d,33349,"AED 8,200",20 hours ago
ajman,e,82999,"AED 7,300",20 hours ago
dubai,k,9247,"AED 19,900",20 hours ago
dubai,u,95393,"AED 3,500",20 hours ago
dubai,j,46747,"AED 3,500",20 hours ago
abu-dhabi,1,77616,"AED 59,500",20 hours ago
dubai,c,23092,Price hidden,20 hours ago
dubai,q,1108,"AED 75,000",20 hours ago
abu-dhabi,12,369,Price hidden,20 hours ago
dubai,q,87080,"AED 7,900",20 hours ago
dubai,x,40324,"AED 3,900",20 hours ago
abu-dhabi,1,88338,"AED 125,000",20 hours ago
abu-dhabi,1,89090,"AED 79,500",20 hours ago
abu-dhabi,1,10210,"AED 98,500",20 hours ago
abu-dhabi,1,77716,"AED 99,500",20 hours ago
ras-al-khaimah,m,1005,Call For Price,21 hours ago
ras-al-khaimah,v,5008,Call For Price,21 hours ago
ras-al-khaimah,d,11100,Call For Price,21 hours ago
ras-al-khaimah,c,1006,Call For Price,21 hours ago
ras-al-khaimah,v,2323,Call For Price,21 hours ago
ras-al-khaimah,v,5050,Call For Price,21 hours ago
ras-al-khaimah,v,8989,Call For Price,21 hours ago
ras-al-khaimah,d,5133,Call For Price,21 hours ago
ras-al-khaimah,b,1383,Call For Price,21 hours ago
ras-al-khaimah,c,5705,Call For Price,21 hours ago
sharjah,3,19110,"AED 17,000",5 days ago
ajman,b,3210,"AED 30,000",1 week ago
dubai,n,57175,"AED 22,000",3 days ago
dubai,a,99228,"AED 35,000",2 days ago
ras-al-khaimah,b,56665,"AED 30,000",6 days ago
ras-al-khaimah,b,65556,"AED 30,000",6 days ago
abu-dhabi,11,38000,"AED 145,000",6 days ago
ajman,a,86861,Price hidden,3 days ago
dubai,b,34404,Call For Price,1 week ago
ras-al-khaimah,v,21120,"AED 6,900",1 week ago
ras-al-khaimah,n,3292,Call For Price,21 hours ago
ras-al-khaimah,b,3513,Call For Price,21 hours ago
ras-al-khaimah,b,9490,Call For Price,21 hours ago
ras-al-khaimah,b,3360,Call For Price,21 hours ago
ras-al-khaimah,b,7424,Call For Price,21 hours ago
ras-al-khaimah,d,7037,Call For Price,21 hours ago
ras-al-khaimah,c,6533,Call For Price,21 hours ago
umm-al-quwain,b,1002,Call For Price,21 hours ago
umm-al-quwain,f,505,Call For Price,21 hours ago
umm-al-quwain,b,1003,Call For Price,21 hours ago
abu-dhabi,16,911,"AED 1,100,000",21 hours ago
umm-al-quwain,k,119,"AED 139,999",21 hours ago
umm-al-quwain,m,1800,"AED 45,999",21 hours ago
ajman,a,55950,"AED 3,500",21 hours ago
dubai,j,46844,"AED 4,000",21 hours ago
dubai,t,46144,"AED 4,000",21 hours ago
dubai,y,66526,"AED 4,500",21 hours ago
dubai,v,9046,"AED 22,000",21 hours ago
dubai,u,9054,"AED 22,000",21 hours ago
dubai,i,8265,"AED 20,500",21 hours ago
dubai,d,49494,"AED 105,000",21 hours ago
dubai,q,4504,"AED 34,000",21 hours ago
dubai,q,5405,"AED 34,000",21 hours ago
dubai,y,22829,"AED 4,500",21 hours ago
dubai,z,44948,"AED 4,500",21 hours ago
dubai,w,33538,"AED 4,500",21 hours ago
abu-dhabi,17,77708,"AED 79,500",21 hours ago
abu-dhabi,50,2010,"AED 185,000",21 hours ago
dubai,z,84886,"AED 5,500",1 week ago
dubai,n,50055,"AED 60,000",1 week ago
sharjah,3,78798,"AED 11,500",5 days ago
dubai,s,1883,"AED 88,888",3 days ago
umm-al-quwain,m,7700,Call For Price,1 week ago
dubai,s,36633,"AED 45,000",5 days ago
dubai,n,1761,"AED 60,000",1 day ago
dubai,h,19930,"AED 17,500",4 days ago
ajman,d,873,Price hidden,4 days ago
ras-al-khaimah,b,8,"AED 53,000",1 week ago
dubai,j,66669,Call For Price,21 hours ago
dubai,s,63636,Call For Price,21 hours ago
dubai,m,73368,"AED 2,990",21 hours ago
dubai,z,24989,"AED 3,100",21 hours ago
dubai,a,666,Call For Price,22 hours ago
umm-al-quwain,c,566,Call For Price,22 hours ago
umm-al-quwain,b,507,Call For Price,22 hours ago
umm-al-quwain,k,77777,Call For Price,22 hours ago
umm-al-quwain,i,99999,Call For Price,22 hours ago
dubai,u,2002,Call For Price,22 hours ago
dubai,p,7007,Call For Price,22 hours ago
fujairah,e,918,Call For Price,22 hours ago
fujairah,h,633,Call For Price,22 hours ago
ras-al-khaimah,k,911,Call For Price,22 hours ago
umm-al-quwain,k,911,Call For Price,22 hours ago
umm-al-quwain,k,6969,Call For Price,22 hours ago
dubai,r,63634,"AED 13,500",22 hours ago
dubai,v,63639,Call For Price,22 hours ago
dubai,n,97878,Call For Price,22 hours ago
dubai,u,97878,"AED 13,000",22 hours ago
fujairah,d,1008,Call For Price,22 hours ago
fujairah,r,2003,Call For Price,22 hours ago
dubai,dd,58808,"AED 9,500",22 hours ago
dubai,dd,59099,"AED 9,500",22 hours ago
dubai,dd,60966,"AED 8,500",22 hours ago
dubai,dd,61660,"AED 11,500",22 hours ago
dubai,dd,63033,"AED 10,500",22 hours ago
dubai,w,23202,"AED 12,500",22 hours ago
dubai,w,31101,"AED 14,500",22 hours ago
dubai,x,19890,"AED 15,500",22 hours ago
dubai,y,33123,"AED 14,500",22 hours ago
dubai,b,35220,"AED 4,750",2 days ago
ras-al-khaimah,n,1112,Call For Price,5 days ago
dubai,v,51144,"AED 13,000",3 days ago
dubai,f,1474,"AED 45,000",1 day ago
sharjah,3,55858,Price hidden,1 week ago
dubai,m,24340,"AED 5,000",6 days ago
dubai,a,2028,"AED 400,000",1 week ago
dubai,a,45644,Price hidden,6 days ago
dubai,b,49303,"AED 5,500",1 day ago
sharjah,3,21220,"AED 15,000",5 days ago
dubai,y,54044,"AED 13,500",22 hours ago
dubai,z,14101,"AED 14,500",22 hours ago
dubai,z,23202,"AED 12,500",22 hours ago
dubai,z,33213,"AED 13,500",22 hours ago
dubai,z,48088,"AED 12,500",22 hours ago
dubai,aa,34009,"AED 8,500",22 hours ago
dubai,aa,41311,"AED 13,500",22 hours ago
dubai,aa,44564,"AED 11,500",22 hours ago
dubai,aa,45625,"AED 5,500",22 hours ago
dubai,aa,61606,"AED 14,500",22 hours ago
dubai,aa,63606,"AED 12,500",22 hours ago
dubai,aa,67077,"AED 16,500",22 hours ago
